location_id,location_name,location_tupe,radius,address,city,state,zip_5,zip_4,latitude,longitude,phone,parking
1444236,PARCEL POST ANNEX,po,100,909 3RD AVE STE 300,NEW YORK,NY,10022,9352,40.758396,-73.968053,2123305508,NONE
1445836,LENOX HILL NORTH,po,100,909 3RD AVE STE 400,NEW YORK,NY,10022,9991,40.758396,-73.968053,2123305566,NONE
1445837,LENOX HILL SOUTH,po,100,909 3RD AVE STE 401,NEW YORK,NY,10022,9992,40.758396,-73.968053,2123305566,NONE
1353142,ANSONIA,po,100,178 COLUMBUS AVE,NEW YORK,NY,10023,9998,40.774834,-73.980963,2123621697,NONE
1367126,HOBOKEN,po,100,89 RIVER ST,HOBOKEN,NJ,07030,9998,40.736674,-74.0285009,2016593017,STREET
1433679,WEEHAWKEN,po,100,4100 PARK AVE STE 9,WEEHAWKEN,NJ,07086,9995,40.774119,-74.0200079,2018672856,STREET
1387193,WEST SIDE HOBOKEN,po,100,502 GRAND ST STE A,HOBOKEN,NJ,07030,9994,40.74337,-74.035074,2014590561,STREET
1385368,UNION CITY,po,100,301 30TH ST,UNION CITY,NJ,07087,9998,40.770148,-74.028227,2018672576,STREET
1356838,CANAL STREET,po,100,350 CANAL ST STE 2A,NEW YORK,NY,10013,9998,40.720501,-74.004144,2129669573,STREET
1432988,PRINCE ANNEX,po,100,350 CANAL ST STE 2B,NEW YORK,NY,10013,9992,40.72047,-74.004099,2129669573,NONE
1354721,BERGENLINE,po,100,2100 BERGENLINE AVE,UNION CITY,NJ,07087,9991,40.765761,-74.0335279,2016175288,STREET
1384801,TOMPKINS SQUARE,po,100,244 E 3RD ST,NEW YORK,NY,10009,9991,40.721813,-73.9814859,2126736415,NONE
1370220,LENOX HILL,po,100,217 E 70TH ST,NEW YORK,NY,10021,9998,40.768074,-73.960194,2128794401,NONE
1383919,SUMMIT AVENUE,po,100,720 8TH ST,UNION CITY,NJ,07087,9994,40.758753,-74.0427,2018672576,STREET
1363877,FORTY FIFTH STREET,po,100,4535 BERGENLINE AVE STE A,UNION CITY,NJ,07087,9993,40.780404,-74.0231029,2016174900,STREET
1373506,MONITOR,po,100,6010 PARK AVE,WEST NEW YORK,NJ,07093,9992,40.78573,-74.00882,2018698375,NONE
1444553,26 FEDERAL PLAZA,po,100,26 FEDERAL PLZ LBBY 1,NEW YORK,NY,10278,9991,40.715447,-74.004311,2126082420,NONE
1356837,CHINATOWN,po,100,6 DOYERS ST,NEW YORK,NY,10013,9991,40.714427,-73.997964,2123498264,STREET
1377656,PITT,po,100,185 CLINTON ST,NEW YORK,NY,10002,9991,40.715365,-73.987313,2122549270,NONE
1385278,TYLER PARK,po,100,609 KENNEDY BLVD,NORTH BERGEN,NJ,07047,9994,40.758328,-74.0454939,2018635240,NONE
1369214,KNICKERBOCKER,po,100,128 E BROADWAY,NEW YORK,NY,10002,9998,40.71409,-73.99185,2122671543,NONE
1367552,HUDSON CITY,po,100,392 CENTRAL AVE,JERSEY CITY,NJ,07307,9998,40.748168,-74.047653,2017983936,STREET
1387115,WEST NEW YORK,po,100,5415 BERGENLINE AVE,WEST NEW YORK,NJ,07093,9998,40.785543,-74.019353,2018655796,STREET
1370865,LONG ISLAND CITY,po,100,4602 21ST ST,LONG ISLAND CITY,NY,11101,9998,40.745717,-73.9485349,7183494634,NONE
1377730,PLANETARIUM,po,100,127 W 83RD ST,NEW YORK,NY,10024,9998,40.785153,-73.9746639,2128735698,STREET
1433730,CHURCH STREET,po,100,90 CHURCH ST FL 1,NEW YORK,NY,10007,9998,40.712755,-74.0107539,2123305001,NONE
1433577,GUTTENBERG,po,100,6900 PARK AVE,WEST NEW YORK,NJ,07093,9991,40.792029,-74.00354,2018692729,NONE
1357803,CHEROKEE,po,100,1483 YORK AVE FRNT 1,NEW YORK,NY,10075,9991,40.77119,-73.950908,2125178361,NONE
1365611,GREENPOINT,po,100,66 MESEROLE AVE,BROOKLYN,NY,11222,9997,40.726319,-73.9545129,7183895679,STREET
1379826,ROOSEVELT ISLAND,po,100,694 MAIN ST,NEW YORK,NY,10044,9998,40.765037,-73.946317,2128262327,STREET
1375259,NORTH BERGEN,po,100,4608 TONNELLE AVE,NORTH BERGEN,NJ,07047,9998,40.784949,-74.032733,2018671346,NONE
1384320,TAURUS,po,100,6406 BERGENLINE AVE STE A,WEST NEW YORK,NJ,07093,9993,40.792542,-74.0133259,2018698463,NONE
1365244,GRACIE,po,100,229 E 85TH ST,NEW YORK,NY,10028,9998,40.777719,-73.9529369,2129886680,STREET
1454732,PECK SLIP,po,100,114 JOHN ST,NEW YORK,NY,10038,9991,40.70744,-74.005865,2123305013,NONE
1433590,JERSEY CITY,po,100,69 MONTGOMERY ST,JERSEY CITY,NJ,07302,9998,40.716469,-74.037109,2019157041,STREET
1444441,HANOVER,po,100,1 HANOVER ST FL 1,NEW YORK,NY,10005,9992,40.705608,-74.0087499,2124253610,NONE
1376826,PARK WEST,po,100,700 COLUMBUS AVE FRNT 4,NEW YORK,NY,10025,9992,40.792079,-73.968418,2128661981,STREET
1388511,YORKVILLE,po,100,1617 3RD AVE,NEW YORK,NY,10128,9991,40.781732,-73.951354,2123692230,STREET
1444436,WHITEHALL,po,100,1 WHITEHALL ST FRNT 2,NEW YORK,NY,10004,9992,40.703691,-74.012982,2123305151,NONE
1450638,DUMBO APC,po,100,84 FRONT ST STE APC,BROOKLYN,NY,11201,1004,40.702327,-73.989189,NA,NONE
1433568,FIVE CORNERS,po,100,645 NEWARK AVE,JERSEY CITY,NJ,07306,9991,40.733823,-74.058651,2017982704,NONE
1372486,MEADOWS,po,100,700 PLAZA DR STE A,SECAUCUS,NJ,07094,9992,40.786761,-74.044197,2018666314,STREET
1387747,WILLIAMSBURG,po,100,263 S 4TH ST,BROOKLYN,NY,11211,9997,40.710059,-73.957155,9172464128,STREET
1388174,WOODCLIFF,po,100,7915 BERGENLINE AVE,NORTH BERGEN,NJ,07047,9996,40.802378,-74.006654,2018692631,LOT
1355948,BROADWAY,po,100,2117 BROADWAY,ASTORIA,NY,11106,9997,40.765104,-73.930436,3473963221,LOT
1482334,PLAZA,po,100,4254 23RD ST,LONG ISLAND CITY,NY,11101,9995,40.765104,-73.930436,7184333802,STREET
1357296,CATHEDRAL,po,100,215 W 104TH ST,NEW YORK,NY,10025,9998,40.799938,-73.967204,2126620355,STREET
1381124,SECAUCUS,po,100,300 COUNTY AVE,SECAUCUS,NJ,07094,9998,40.774071,-74.062652,2018671557,LOT
1433796,CADMAN PLAZA,po,100,271 CADMAN PLZ E STE 2,BROOKLYN,NY,11201,9997,40.695544,-73.989575,7188550912,NONE
1368568,JOURNAL SQUARE,po,100,899 BERGEN AVE,JERSEY CITY,NJ,07306,9998,40.730033,-74.0656559,2017982681,NONE
1466724,ASTORIA,po,100,3011 21ST ST STE A,ASTORIA,NY,11102,9996,40.769299,-73.928007,3473963650,STREET
1433635,PLAZA,po,100,1257 PATERSON PLANK RD STE C,SECAUCUS,NJ,07094,9991,40.789195,-74.0568069,2018671278,STREET
1358793,COLUMBIA UNIVERSITY,po,100,534 W 112TH ST,NEW YORK,NY,10025,9991,40.80495,-73.964891,2128647813,STREET
1363050,FAIRVIEW,po,100,6 ANDERSON AVE,FAIRVIEW,NJ,07022,9998,40.810679,-74.000086,2019435738,LOT
1383998,SUNNYSIDE,po,100,4515 44TH ST,SUNNYSIDE,NY,11104,9997,40.742681,-73.920484,3473963670,STREET
1366673,HELLGATE STATION,po,100,153 E 110TH ST,NEW YORK,NY,10029,9998,40.794717,-73.9438079,2128601896,STREET
1373811,MORNINGSIDE,po,100,232 W 116TH ST,NEW YORK,NY,10026,9998,40.80364,-73.954183,2128643158,NONE
1383499,STEINWAY,po,100,4304 BROADWAY,ASTORIA,NY,11103,9997,40.757615,-73.916583,3475277123,STREET
1358359,CLIFFSIDE PARK,po,100,289 GORGE RD,CLIFFSIDE PARK,NJ,07010,9998,40.813973,-73.990506,2019435271,LOT
1470157,PRATT,po,100,609 MYRTLE AVE STE A,BROOKLYN,NY,11205,9996,40.69432,-73.9595339,3472721757,STREET
1372861,METROPOLITAN,po,100,47 DEBEVOISE ST,BROOKLYN,NY,11206,9997,40.702034,-73.941293,3472721755,STREET
1354719,BERGEN NORTH,po,100,528 BERGEN AVE,JERSEY CITY,NJ,07304,9998,40.718649,-74.074709,2013320919,STREET
1482799,TIMES PLAZA,po,100,539 ATLANTIC AVE,BROOKLYN,NY,11217,9996,40.685088,-73.979547,7187971516,STREET
1365340,GRAND,po,100,4508 30TH AVE STE A,ASTORIA,NY,11103,9991,40.761717,-73.91081,7182741428,STREET
1371645,MANHATTANVILLE,po,100,365 W 125TH ST STE 2A,NEW YORK,NY,10027,9998,40.811409,-73.953148,2126621540,STREET
1432989,MORNINGSIDE ANNEX,po,100,365 W 125TH ST STE 2B,NEW YORK,NY,10027,9868,40.811417,-73.953159,2126621540,NONE
1388283,WOOLSEY,po,100,2268 31ST ST,LONG ISLAND CITY,NY,11105,9997,40.774826,-73.91266,7182747396,NONE
1480375,TRIBOROUGH,po,100,118 E 124TH ST,NEW YORK,NY,10035,9997,40.803937,-73.93878,2127220751,STREET
1362075,EDGEWATER,po,100,770 RIVER RD,EDGEWATER,NJ,07020,9998,40.821315,-73.977659,2019454297,LOT
1388237,WOODSIDE,po,100,3925 61ST ST,WOODSIDE,NY,11377,9997,40.746387,-73.902777,7188038529,STREET
1387194,WEST SIDE JERSEY CITY,po,100,504 W SIDE AVE,JERSEY CITY,NJ,07304,9992,40.718029,-74.083761,2013326519,STREET
1482800,TIMES PLAZA ANNEX,po,100,594 DEAN ST,BROOKLYN,NY,11238,9996,40.680499,-73.970444,7186220341,NONE
1354718,BERGEN SOUTH,po,100,369 MARTIN LUTHER KING JR DR,JERSEY CITY,NJ,07305,9997,40.711498,-74.079041,2013693960,STREET
1358351,CLIFF PARK,po,100,589 ANDERSON AVE STE 1,CLIFFSIDE PARK,NJ,07010,9991,40.824283,-73.989008,2019456428,LOT
1352387,ADELPHI,po,100,950 FULTON ST,BROOKLYN,NY,11238,9997,40.682325,-73.962818,3472721938,STREET
1388370,WYCKOFF HEIGHTS,po,100,86 WYCKOFF AVE,BROOKLYN,NY,11237,9997,40.704372,-73.919763,7183863629,STREET
1378947,RED HOOK,po,100,615 CLINTON ST,BROOKLYN,NY,11231,9997,40.674079,-74.001864,9172464564,STREET
1370501,LINCOLNTON,po,100,2266 5TH AVE,NEW YORK,NY,10037,9998,40.815183,-73.936241,2122813281,NONE
1358666,COLLEGE STATION,po,100,217 W 140TH ST,NEW YORK,NY,10030,9998,40.819165,-73.942591,2122837096,STREET
1355775,BREVOORT,po,100,1205 ATLANTIC AVE,BROOKLYN,NY,11216,9997,40.67883,-73.9509609,7186387099,STREET
1433843,PARK SLOPE,po,100,198 7TH AVE STE A,BROOKLYN,NY,11215,9993,40.670983,-73.978409,7188343048,STREET
1385701,VAN BRUNT,po,100,275 9TH ST,BROOKLYN,NY,11215,9997,40.669875,-73.987081,7187685630,STREET
1379126,RESTORATION PLAZA,po,100,1360 FULTON ST STE 1,BROOKLYN,NY,11216,9993,40.679784,-73.946162,7187893072,NONE
1372108,MASPETH,po,100,5502 69TH ST,MASPETH,NY,11378,9997,40.727644,-73.8957839,7184575623,STREET
1384936,TRAINSMEADOW,po,100,7577 31ST AVE,EAST ELMHURST,NY,11370,9993,40.760348,-73.891387,7184575562,LOT
1373921,MOTT HAVEN,po,100,517 E 139TH ST,BRONX,NY,10454,9998,40.808195,-73.91811,7185859611,STREET
1366034,HAMILTON GRANGE STATION,po,100,521 W 146TH ST,NEW YORK,NY,10031,9998,40.826673,-73.948349,2122811538,NONE
1356467,BUSHWICK,po,100,1369 BROADWAY,BROOKLYN,NY,11221,9997,40.689571,-73.9217549,7186023111,STREET
1368177,JACKSON HEIGHTS,po,100,7802 37TH AVE,JACKSON HEIGHTS,NY,11372,9997,40.749172,-73.887434,7184267359,STREET
1433716,BRONX,po,100,558 GRAND CONCOURSE,BRONX,NY,10451,9998,40.818976,-73.926549,7184023430,NONE
1362445,ELMHURST A,po,100,8027 BROADWAY,ELMHURST,NY,11373,9993,40.743888,-73.884382,7188038967,STREET
1379296,RIDGEFIELD,po,100,757 BROAD AVE,RIDGEFIELD,NJ,07657,9998,40.839034,-74.005071,2019438729,STREET
1364163,FRESH POND,po,100,6080 WOODBINE ST,RIDGEWOOD,NY,11385,9993,40.707583,-73.897804,7188212061,NONE
1376631,PALISADE,po,100,1213 ANDERSON AVE,FORT LEE,NJ,07024,9991,40.83978,-73.981664,2012248787,NONE
1358727,COLONIAL PARK,po,100,99 MACOMBS PL,NEW YORK,NY,10039,9998,40.827687,-73.936482,2123689849,NONE
1554113,BUSH TERMINAL RETAIL,po,100,775 4TH AVE STE 2,BROOKLYN,NY,11232,1415,40.659422,-73.9986969,9293973752,NONE
1433849,PROSPECT PARK WEST,po,100,225 PROSPECT PARK W STE A,BROOKLYN,NY,11215,9992,40.659971,-73.980406,7188343048,STREET
1366006,HALSEY,po,100,805 MACDONOUGH ST,BROOKLYN,NY,11233,9993,40.68458,-73.913988,7184936808,NONE
1380371,MAJOR ROBERT OWENS,po,100,1234 SAINT JOHNS PL,BROOKLYN,NY,11213,9997,40.670586,-73.937489,9172464504,STREET
1367532,HUB,po,100,633 SAINT ANNS AVE,BRONX,NY,10455,9998,40.816314,-73.912132,7186651942,STREET
1361708,EAST ELMHURST,po,100,9107 25TH AVE,EAST ELMHURST,NY,11369,9997,40.76422,-73.878087,7184787091,STREET
1434066,FORT WASHINGTON,po,100,556 W 158TH ST FRNT 1,NEW YORK,NY,10032,7222,40.834311,-73.944029,2129236654,STREET
1365673,GREENVILLE,po,100,137 OCEAN AVE,JERSEY CITY,NJ,07305,9991,40.693422,-74.0936919,2013326304,STREET
1379324,RIDGEWOOD,po,100,6060 MYRTLE AVE,RIDGEWOOD,NY,11385,9997,40.700475,-73.895754,3472941466,NONE
1383815,SHIRLEY A CHISHOLM,po,100,1915 FULTON ST,BROOKLYN,NY,11233,9997,40.679037,-73.919872,3472941318,NONE
1370140,JAMES E DAVIS,po,100,315 EMPIRE BLVD,BROOKLYN,NY,11225,9997,40.664172,-73.9517779,3472276970,STREET
1383223,STADIUM,po,100,901 GERARD AVE FRNT 1,BRONX,NY,10452,9992,40.828367,-73.924793,7182839007,STREET
1368598,JUNCTION BOULEVARD,po,100,3323 JUNCTION BLVD STE 1,JACKSON HEIGHTS,NY,11372,9993,40.756147,-73.873044,7185651703,STREET
1372933,MIDDLE VILLAGE,po,100,7135 METROPOLITAN AVE,MIDDLE VILLAGE,NY,11379,9997,40.712692,-73.883184,3475277143,STREET
1558933,BUSH TERMINAL CARRIER ANNEX,po,100,147 41ST ST STE 1,BROOKLYN,NY,11232,3322,40.654911,-74.012191,9294808142,NONE
1441515,MELCOURT,po,100,860 MELROSE AVE FRNT 2,BRONX,NY,10451,9993,40.823749,-73.9138859,7182924581,STREET
1353673,AUDUBON,po,100,511 W 165TH ST,NEW YORK,NY,10032,9998,40.838654,-73.9390679,2125682387,STREET
1376634,PALISADES PARK,po,100,117 W CENTRAL BLVD STE 1,PALISADES PARK,NJ,07650,9998,40.851031,-74.002004,2019431690,STREET
1379049,REGO PARK,po,100,9224 QUEENS BLVD,REGO PARK,NY,11374,9997,40.732225,-73.868386,3475277186,STREET
1364950,GLENDALE,po,100,6936 MYRTLE AVE,GLENDALE,NY,11385,9994,40.701741,-73.8813,7184181185,NONE
1363800,FORT LEE,po,100,231 MAIN ST FL 1,FORT LEE,NJ,07024,9995,40.851742,-73.9713149,2019441865,LOT
1370631,LITTLE FERRY,po,100,20 MAIN ST,LITTLE FERRY,NJ,07643,9998,40.850341,-74.033407,2016417843,LOT
1362449,ELMHURST,po,100,5901 JUNCTION BLVD,ELMHURST,NY,11373,9997,40.735188,-73.864598,7182713926,STREET
1373840,MORRISANIA,po,100,442 E 167TH ST,BRONX,NY,10456,9998,40.82995,-73.908789,7189938054,NONE
1359303,CORONA-A,po,100,10328 ROOSEVELT AVE,CORONA,NY,11368,9993,40.749646,-73.8617819,3473963610,STREET
1363490,FLATBUSH,po,100,2273 CHURCH AVE,BROOKLYN,NY,11226,9997,40.65078,-73.956409,3472941069,NONE
1433002,BRONX GPO ANNEX,po,100,1313 INWOOD AVE,BRONX,NY,10452,9997,40.838741,-73.920339,7185883059,NONE
1366916,HIGHBRIDGE,po,100,1315 INWOOD AVE,BRONX,NY,10452,9998,40.838746,-73.920345,7185886889,STREET
1379299,RIDGEFIELD PARK,po,100,155 MAIN ST,RIDGEFIELD PARK,NJ,07660,9998,40.855095,-74.025234,2016419038,STREET
1356107,BROWNSVILLE,po,100,167 BRISTOL ST,BROOKLYN,NY,11212,9997,40.667271,-73.911756,3477500645,NONE
1367685,HUNTS POINT,po,100,800 MANIDA ST,BRONX,NY,10474,9998,40.817028,-73.8888329,7189911586,LOT
1361795,EAST NEW YORK,po,100,2645 ATLANTIC AVE,BROOKLYN,NY,11207,9997,40.676125,-73.896497,7185343569,NONE
1368888,KENSINGTON,po,100,419 MCDONALD AVE,BROOKLYN,NY,11218,9997,40.643831,-73.979242,7184360164,NONE
1380069,RUGBY,po,100,726 UTICA AVE,BROOKLYN,NY,11203,9997,40.655528,-73.931116,3472721735,NONE
1457512,WASHINGTON BRIDGE,po,100,518 W 181ST ST,NEW YORK,NY,10033,9997,40.84843,-73.932135,2125432713,STREET
1433620,NORTH ARLINGTON,po,100,10 RIDGE PARK DR,NORTH ARLINGTON,NJ,07031,9992,40.795421,-74.129054,2019914767,LOT
1376703,PAMRAPO,po,100,893 BROADWAY STE 1,BAYONNE,NJ,07002,9991,40.678215,-74.106515,2013326519,STREET
1433564,EAST RUTHERFORD,po,100,193 PARK AVE,EAST RUTHERFORD,NJ,07073,9998,40.830954,-74.099103,2014386105,LOT
1354242,BAY RIDGE,po,100,5501 7TH AVE,BROOKLYN,NY,11220,9997,40.639356,-74.008787,7184350642,STREET
1355498,BOULEVARD,po,100,1132 SOUTHERN BLVD,BRONX,NY,10459,9998,40.827387,-73.891558,7183287870,STREET
1385478,UNIVERSITY HEIGHTS,po,100,1541 SHAKESPEARE AVE FRNT 1,BRONX,NY,10452,9993,40.845918,-73.919388,7182949776,NONE
1384023,SUNSET,po,100,6102 5TH AVE STE 1,BROOKLYN,NY,11220,9992,40.638957,-74.017056,7184390417,STREET
1380158,RUTHERFORD,po,100,156 PARK AVE,RUTHERFORD,NJ,07070,9998,40.826256,-74.107809,2019331214,NONE
1433602,LYNDHURST,po,100,436 VALLEY BROOK AVE,LYNDHURST,NJ,07071,9998,40.811291,-74.123654,2014386630,NONE
1433597,LEONIA,po,100,398 BROAD AVE,LEONIA,NJ,07605,9998,40.864658,-73.986189,2019443986,STREET
1433551,CARLSTADT,po,100,331 1ST ST,CARLSTADT,NJ,07072,9998,40.838429,-74.0944909,2019394793,STREET
1372008,MARTIN LUTHER KING JR,po,100,9402 CHURCH AVE,BROOKLYN,NY,11212,9993,40.6546,-73.916727,7183423189,NONE
1368743,KEARNY,po,100,64 MIDLAND AVE,KEARNY,NJ,07032,9998,40.771181,-74.146652,2019915629,STREET
1355300,BLYTHEBOURNE,po,100,1200 51ST ST,BROOKLYN,NY,11219,9997,40.63489,-73.995451,7184361675,STREET
1433652,SOUTH HACKENSACK,po,100,560 HUYLER ST,SOUTH HACKENSACK,NJ,07606,1544,40.860538,-74.049106,2013754400,STREET
1433690,WOOD RIDGE,po,100,290 HACKENSACK ST,WOOD RIDGE,NJ,07075,9998,40.849323,-74.079751,2014381736,LOT
1360120,CYPRESS HILLS,po,100,222 CRESCENT ST,BROOKLYN,NY,11208,9993,40.683955,-73.872468,7182776057,NONE
1376478,OVINGTON,po,100,6803 4TH AVE STE 1,BROOKLYN,NY,11220,9993,40.635038,-74.0229909,7187480665,STREET
1374995,NEWKIRK,po,100,1525 NEWKIRK AVE STE 1,BROOKLYN,NY,11226,9993,40.63608,-73.9626689,7182844900,STREET
1363775,FORT GEORGE,po,100,4558 BROADWAY,NEW YORK,NY,10040,9998,40.858917,-73.93106,2129425266,STREET
1363679,FOREST HILLS,po,100,10628 QUEENS BLVD,FOREST HILLS,NY,11375,9997,40.721702,-73.8469729,7182633165,NONE
1368039,IRONBOUND,po,100,279 FERRY ST STE 4,NEWARK,NJ,07105,9998,40.72768,-74.15102,9736905624,STREET
1376857,PARKSIDE,po,100,10119 METROPOLITAN AVE,FOREST HILLS,NY,11375,9993,40.710688,-73.8511719,7182632957,NONE
1388182,WOODHAVEN,po,100,8642 FOREST PKWY,WOODHAVEN,NY,11421,9997,40.692723,-73.861407,7182960891,STREET
1354527,BELLEVILLE ANNEX,po,100,525 MAIN ST,BELLEVILLE,NJ,07109,9997,40.798306,-74.142189,9737597652,NONE
1366325,HARRISON,po,100,427 HARRISON AVE,HARRISON,NJ,07029,9998,40.746414,-74.154731,9734815256,STREET
1358663,COLLEGE POINT,po,100,12007 15TH AVE,COLLEGE POINT,NY,11356,9997,40.784389,-73.847409,3473794050,STREET
1363198,FARRAGUT,po,100,1284 UTICA AVE,BROOKLYN,NY,11203,9993,40.641255,-73.9295389,7184510108,NONE
1433731,CLASON POINT,po,100,829 SOUNDVIEW AVE,BRONX,NY,10473,9991,40.821931,-73.86762,7185420383,STREET
1373826,MORRIS HEIGHTS,po,100,2024 JEROME AVE,BRONX,NY,10453,9998,40.853003,-73.907697,7185830669,NONE
1354266,BAYONNE,po,100,570 BROADWAY,BAYONNE,NJ,07002,9998,40.666575,-74.1156319,2013392029,STREET
1374791,NEW LOTS,po,100,1223 SUTTER AVE,BROOKLYN,NY,11208,9997,40.672882,-73.8724879,9172464544,STREET
1433545,BELLEVILLE,po,100,413 WASHINGTON AVE,BELLEVILLE,NJ,07109,9998,40.794942,-74.149751,9737597652,NONE
1384963,TREMONT,po,100,575 E TREMONT AVE,BRONX,NY,10457,9998,40.846713,-73.893897,7182990847,STREET
1449340,FERRY TERMINAL,po,100,3 FERRY TERMINAL DR,STATEN ISLAND,NY,10301,9992,40.641099,-74.075352,7183925687,STREET
1380337,SAINT GEORGE,po,100,45 BAY ST STE 2,STATEN ISLAND,NY,10301,9997,40.641073,-74.075346,7189812480,STREET
1382081,SOUNDVIEW,po,100,1687 GLEASON AVE,BRONX,NY,10472,9998,40.829449,-73.871115,7188939707,NONE
1433582,HASBROUCK HEIGHTS,po,100,185 BOULEVARD,HASBROUCK HEIGHTS,NJ,07604,9998,40.861118,-74.0794009,2012883905,STREET
1373043,MIDWOOD,po,100,1288 CONEY ISLAND AVE,BROOKLYN,NY,11230,9997,40.626092,-73.9656299,3475788835,NONE
1387024,WEST FARMS,po,100,362 DEVOE AVE,BRONX,NY,10460,9998,40.839594,-73.877449,7188231245,NONE
1434012,FORT LEE ANNEX,po,100,360 SYLVAN AVE STE 3,ENGLEWOOD CLIFFS,NJ,07632,2721,40.874631,-73.953726,2015672739,NONE
1385754,VANDERVEER,po,100,2319 NOSTRAND AVE,BROOKLYN,NY,11210,9997,40.628523,-73.946878,7183778139,STREET
1566914,BROOKLYN ALABAMA NY S&DC,po,100,966 ALABAMA AVE,BROOKLYN,NY,11207,9902,40.652632,-73.8898739,3475788835,NONE
1356842,CANARSIE,po,100,10201 FLATLANDS AVE,BROOKLYN,NY,11236,9997,40.646482,-73.896878,7186492073,STREET
1376868,PARKVILLE,po,100,6618 20TH AVE,BROOKLYN,NY,11204,9997,40.615696,-73.987118,7182361789,NONE
1363780,FORT HAMILTON,po,100,8801 5TH AVE,BROOKLYN,NY,11209,9997,40.619869,-74.0271609,7185351059,STREET
1361556,DYKER HEIGHTS,po,100,8320 13TH AVE,BROOKLYN,NY,11228,9997,40.615525,-74.0128249,7188331758,NONE
1382524,SPRING CREEK,po,100,1310 PENNSYLVANIA AVE STE 1,BROOKLYN,NY,11239,9993,40.648858,-73.883454,7188343048,STREET
